client_name,client_version,sessions,converted_sessions,unconverted_sessions,conversion_rate_pct,matched_tool_calls
github-copilot-developer,1.0.32,299,5,294,1.672,36
flowise-client,1.0.0,299,18,281,6.02,18
opencode,1.15.4,298,218,80,73.154,290
hf-mcp-server,1.0,298,0,298,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.126,297,7,290,2.357,36
claude-code (via mcp-remote 0.1.37),2.1.149,296,2,294,0.676,6
ConversationalAI,2026.5.0.22323,295,0,295,0.0,0
factory-cli,0.120.1,293,1,292,0.341,19
claude-code,2.1.15,292,1,291,0.342,4
opencode,1.15.0,288,246,42,85.417,413
opencode,1.4.7,285,259,26,90.877,327
Roo Code,3.52.1,281,4,277,1.423,16
Cherry Studio,1.9.2,273,2,271,0.733,10
factory-cli,0.135.1,273,0,273,0.0,0
routermcp,0.1.0,272,17,255,6.25,18
archestra-platform,dev,271,0,271,0.0,0
ConversationalAI,2026.3.1.19156,271,0,271,0.0,0
hermes-agent,1.0.0,270,3,267,1.111,16
codex-mcp-client (via mcp-remote 0.1.29),0.133.0-alpha.1,267,0,267,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.138,267,2,265,0.749,2
egnyte-mcp-client-configurations,1.0.0,264,0,264,0.0,0
WyvernChat,1.0.0,263,0,263,0.0,0
ps-mcp-tools-probe,1.0,263,0,263,0.0,0
codex-mcp-client,0.115.0-alpha.4,259,1,258,0.386,1
opencode,1.14.22,258,203,55,78.682,722
ConversationalAI,2026.4.2.21168,258,0,258,0.0,0
litellm-ui,1,258,1,257,0.388,1
github-copilot-developer,1.0.51,257,2,255,0.778,23
manifest-generator,1.0.0,253,0,253,0.0,0
thisilabs,1.0,253,153,100,60.474,272
coco-mcp-client,0.1.0,250,5,245,2.0,6
kiro (via mcp-remote 0.1.37),0.0.0,249,6,243,2.41,47
claude-code (via mcp-remote 0.1.37),2.1.150,249,10,239,4.016,76
Cherry Studio,1.9.7,247,2,245,0.81,4
@n8n/mcp-registry.huggingFace,1,247,4,243,1.619,4
Zia Agent MCP Client,1.0.0,246,4,242,1.626,18
codex-mcp-client (via mcp-remote 0.1.37),0.122.0,243,3,240,1.235,33
Copilot,1.0.0,239,2,237,0.837,4
factory-cli,0.114.1,237,1,236,0.422,15
ConversationalAI,2026.3.1.19517,236,0,236,0.0,0
nai-mcp-client,1.0.0,234,0,234,0.0,0
factory-cli,0.102.0,232,0,232,0.0,0
Super MCP Integration,1.0.0,231,0,231,0.0,0
gemini-cli-mcp-client,0.35.3,231,10,221,4.329,54
gemini-cli-mcp-client,0.39.0,229,5,224,2.183,23
factory-cli,0.123.0,229,0,229,0.0,0
openai-mcp (ChatGPT),1.0.0,228,0,228,0.0,0
ConversationalAI,2026.4.2.21547,228,0,228,0.0,0
qwen-cli-mcp-client-huggingface-skills,0.0.1,228,7,221,3.07,16
ConversationalAI,2026.3.1.19787,228,0,228,0.0,0
TraeCN,1.107.1,224,4,220,1.786,8
mcpgw-upstream,0.0.0,223,0,223,0.0,0
factory-cli,0.120.0,222,0,222,0.0,0
opencode,1.3.13,222,199,23,89.64,535
ConversationalAI,2026.5.0.22692,221,0,221,0.0,0
mcporter,0.9.0,221,5,216,2.262,5
figma-synapse-client,1.0.0,219,0,219,0.0,0
opencode,1.2.27,218,137,81,62.844,323
factory-cli,0.133.1,218,0,218,0.0,0
actionist,1.0.0,215,2,213,0.93,5
ConversationalAI,2026.4.1.20894,215,0,215,0.0,0
@cline/core,0.0.0,214,4,210,1.869,11
claude-code (via mcp-remote 0.1.37),2.1.128,213,5,208,2.347,10
nexus-gateway,1.0,208,3,205,1.442,13
gemini-cli-mcp-client,0.41.1,208,3,205,1.442,7
Rush,1.0.0,206,0,206,0.0,0
AgentPulse,0.1.0,206,0,206,0.0,0
ConversationalAI,2026.5.0.22917,206,0,206,0.0,0
xai-backend,1.0.0,205,32,173,15.61,40
factory-cli,0.103.0,202,1,201,0.495,15
ConversationalAI,2026.3.1.19085,202,0,202,0.0,0
ConversationalAI,2026.5.0.24373,201,0,201,0.0,0
opencode,1.15.6,200,175,25,87.5,261
ConversationalAI,2026.3.1.19239,200,0,200,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.123,199,9,190,4.523,60
inspector-client,0.21.2,199,17,182,8.543,43
Roo Code (via mcp-remote 0.1.37),3.52.1,197,2,195,1.015,8
BB8-MCP-Broker-conn-6d3f9d9b,1.0.0,195,0,195,0.0,0
ConversationalAI,2026.3.1.19905,195,0,195,0.0,0
ConversationalAI,2026.4.1.20794,194,0,194,0.0,0
ConversationalAI,2026.5.0.21387,192,0,192,0.0,0
claude-code,2.0.61,192,0,192,0.0,0
factory-cli,0.105.0,190,1,189,0.526,18
tracelet-probe,1.0.0,190,0,190,0.0,0
mcp-use,1.4.0,189,139,50,73.545,139
ConversationalAI,2026.4.0.20146,189,0,189,0.0,0
gemini-cli-mcp-client,0.33.1,186,0,186,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.143,185,8,177,4.324,122
registry-health-checker,1.0.0,185,0,185,0.0,0
codex-mcp-client,0.98.0,182,0,182,0.0,0
ConversationalAI,2026.5.0.22535,181,0,181,0.0,0
Roo Code (via mcp-remote 0.1.37),3.53.0,180,0,180,0.0,0
claude-code,2.1.22,176,0,176,0.0,0
mcporter (via mcp-remote 0.1.37),0.9.0,175,6,169,3.429,6
factory-cli,0.105.1,175,0,175,0.0,0
ConversationalAI,2026.4.1.20638,175,0,175,0.0,0
conduit,0.1.0,175,0,175,0.0,0
codex-mcp-client (via mcp-remote 0.1.37),0.134.0,175,1,174,0.571,2
opencode,1.4.11,175,148,27,84.571,244
ConversationalAI,2026.3.0.18715,173,0,173,0.0,0
github-copilot-developer,1.0.37,172,0,172,0.0,0
mocop-gateway-go,0.14.1,171,3,168,1.754,3
claude-code (via mcp-remote 0.1.37),2.1.114,170,3,167,1.765,10
@librechat/api-client,1.2.3,169,17,152,10.059,55
claude-code,2.1.87-dev.20260407.t025512.shaunknown,169,0,169,0.0,0
codex-mcp-client,0.121.0-alpha.4,168,0,168,0.0,0
Kai,1.0,168,2,166,1.19,7
craft-agent,1.0.0,167,10,157,5.988,74
opencode,1.14.21,167,147,20,88.024,167
ConversationalAI,2026.4.2.21325,165,0,165,0.0,0
mission-mcp-doctor,1.0.0,164,0,164,0.0,0
qwen-cli-mcp-client-hugging-face,0.0.1,163,1,162,0.613,10
claude-code (via mcp-remote 0.1.37),2.1.158,162,10,152,6.173,39
aigc-client,1.0.0,160,0,160,0.0,0
factory-cli,0.106.0,159,2,157,1.258,3
40mcp-connector,0.1.1-beta.0,159,0,159,0.0,0
opencode (via mcp-remote 0.1.37),1.1.39,158,149,9,94.304,214
Visual Studio Code,1.122.1,157,10,147,6.369,29
ConversationalAI,2026.4.2.21147,156,0,156,0.0,0
multi-agent-platform,1.0.0,155,6,149,3.871,6
mcp-studio-scanner,1.0.0,155,0,155,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.142,155,0,155,0.0,0
github-copilot-developer,1.0.55,154,0,154,0.0,0
opencode,1.14.18,154,131,23,85.065,198
chatgpt2api,1.0,153,0,153,0.0,0
custom3p-desktop,1.7196.0,152,5,147,3.289,10
factory-cli,0.132.0,152,0,152,0.0,0
factory-cli,0.103.1,151,0,151,0.0,0
kyoto,1.0,151,0,151,0.0,0
opencode,1.14.40,150,128,22,85.333,483
ConversationalAI,2026.3.1.18820,150,0,150,0.0,0
codex-mcp-client,0.118.0-alpha.3,150,0,150,0.0,0
ConversationalAI,2026.5.0.23960,149,0,149,0.0,0
mcp-inspector-ui,1.0.0,149,29,120,19.463,53
claude-code (via mcp-remote 0.1.37),2.1.146,149,0,149,0.0,0
claude-code,999.0.0-local,148,8,140,5.405,62
ConversationalAI,2026.3.1.18754,147,0,147,0.0,0
factory-cli,0.116.1,147,0,147,0.0,0
Cline,3.81.0,146,1,145,0.685,8
claude-code (via mcp-remote 0.1.37),2.1.118,146,2,144,1.37,3
gemini-cli-mcp-client,0.34.0,146,2,144,1.37,3
dova,1.1.0,145,114,31,78.621,253
opencode,1.4.10,143,132,11,92.308,176
Bifrost-huggingface,1.0.0,142,2,140,1.408,4
codex-mcp-client (via mcp-remote 0.1.29),0.133.0,142,0,142,0.0,0
claude-rs,0.1.0,142,0,142,0.0,0
codex-mcp-client (via mcp-remote 0.1.30),0.125.0,142,0,142,0.0,0
codex-mcp-client,0.121.0-alpha.2,141,0,141,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.116,141,7,134,4.965,87
factory-cli,0.133.0,138,0,138,0.0,0
SynthAI.Api,1.0.0.0,138,0,138,0.0,0
codex-mcp-client (via mcp-remote 0.1.30),0.128.0-alpha.1,138,0,138,0.0,0
McpGateway,1.0,138,5,133,3.623,10
Glue AI,1.0.0,137,0,137,0.0,0
Azure API Management,1.0.0,137,6,131,4.38,7
factory-cli,0.114.0,136,0,136,0.0,0
codex-mcp-client (via mcp-remote 0.1.29),0.129.0-alpha.15,136,0,136,0.0,0
mcpjungle mcp client for https://huggingface.co/mcp,0.1,135,73,62,54.074,74
opencode,1.4.9,135,92,43,68.148,116
lmstudio-mcp-bridge,1.0.0,135,1,134,0.741,4
opencode,1.14.26,134,108,26,80.597,196
factory-cli,0.126.0,134,0,134,0.0,0
Roo Code,3.54.0,133,1,132,0.752,1
claude-code (via mcp-remote 0.1.37),2.1.101,132,0,132,0.0,0
agent-store-client,1.0.0,132,33,99,25.0,117
opencode,1.4.2,131,107,24,81.679,113
Roo Code (via mcp-remote 0.1.37),3.54.0,130,1,129,0.769,8
claude-ai (via mcp-remote 0.1.36),0.1.0,130,0,130,0.0,0
goose-desktop,1.34.1,129,12,117,9.302,111
Kwaipilot-client,1.0.0,127,7,120,5.512,21
Cline,3.84.0,125,5,120,4.0,17
proxy-hf-mcp-server,4.0.0,124,0,124,0.0,0
gemini-cli-mcp-client,0.38.0-preview.0,124,0,124,0.0,0
openint-healthcheck,1.0.0,123,0,123,0.0,0
Cline,3.83.0,123,1,122,0.813,25
Cline (via mcp-remote 0.1.37),3.82.0,122,2,120,1.639,2
claude-code,2.1.12,122,0,122,0.0,0
jetbrains-ai-assistant-client,1.0.0,121,3,118,2.479,25
github-copilot-developer,1.0.35,120,3,117,2.5,10
Visual Studio Code,1.113.0,119,21,98,17.647,107
hf-mcp-server,1.0.0,118,4,114,3.39,12
continuum-sync,1.0.0,118,0,118,0.0,0
Visual Studio Code - Insiders,1.122.0-insider,117,14,103,11.966,122
github-copilot-developer,1.0.27,116,4,112,3.448,12
claude-code (via mcp-remote 0.1.37),2.1.92,116,1,115,0.862,4
claude-code (via mcp-remote 0.1.37),2.1.140,114,0,114,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.132,114,0,114,0.0,0
codex-mcp-client (via mcp-remote 0.1.29),0.125.0-alpha.3,114,0,114,0.0,0
custom3p-desktop,1.6608.2,112,1,111,0.893,6
factory-cli,0.89.0,112,2,110,1.786,3
Visual Studio Code,1.122.0,111,15,96,13.514,93
custom3p-desktop,1.8555.2,110,0,110,0.0,0
esan-agent,1.0.0,110,2,108,1.818,2
opencode,1.15.13,109,106,3,97.248,132
github-copilot-developer,1.0.43,109,2,107,1.835,22
codex-mcp-client (via mcp-remote 0.1.18),0.130.0-alpha.5,108,0,108,0.0,0
raiwork,1.0.0,108,2,106,1.852,3
codex-mcp-client (via mcp-remote 0.1.29),0.118.0-alpha.2,108,2,106,1.852,2
Visual Studio Code - Insiders,1.120.0-insider,108,20,88,18.519,231
factory-cli,0.96.2,107,1,106,0.935,1
codex-mcp-client,0.117.0-alpha.10,106,1,105,0.943,2
claude-code (via mcp-remote 0.1.37),2.1.141,106,2,104,1.887,12
mcp-streamable-proxy-client,0.1.18,105,1,104,0.952,10
github-copilot-developer,1.0.25,105,6,99,5.714,22
fast-agent-mcp,0.7.8,104,52,52,50.0,74
mcp-proxy-detector,0.1.0,104,0,104,0.0,0
ConversationalAI,2026.3.1.18617,104,0,104,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.111,101,2,99,1.98,33
Cline,3.77.0,101,2,99,1.98,2
BB8-MCP-Broker-conn-e0b63b9b,1.0.0,101,0,101,0.0,0
opencode (via mcp-remote 0.1.37),1.14.33,101,73,28,72.277,85
Visual Studio Code - Insiders,1.117.0-insider,100,15,85,15.0,53
registry-tool-scraper,1.0.0,100,0,100,0.0,0
github-copilot-developer,1.0.49,100,1,99,1.0,4
bolt-api,0.1.46,99,0,99,0.0,0
claude-code,0.0.46,99,0,99,0.0,0
notion-mcp-client,1.0.0,97,35,62,36.082,37
opencode,1.14.32,96,87,9,90.625,128
opencode,1.3.0,96,70,26,72.917,87
bridge-inspector,0.1.0,95,6,89,6.316,6
gemini-cli-mcp-client,0.44.1,95,6,89,6.316,18
opencode,1.14.51,94,85,9,90.426,137
Cline,3.79.0,94,1,93,1.064,8
codex-mcp-client (via mcp-remote 0.1.37),0.123.0,93,1,92,1.075,5
claude-code,1.0.126-dev,93,0,93,0.0,0
MintMCP Client,0.0.1,92,0,92,0.0,0
github-copilot-developer,1.0.45,92,1,91,1.087,3
chatbox-mcp-client,1.0.0,92,23,69,25.0,180
mcp-ktor,0.11.0,92,0,92,0.0,0
gemini-cli-mcp-client,0.35.0,91,2,89,2.198,3
openclaw-mcp-huggingface,1.0.0,91,0,91,0.0,0
ViPEW,0.1.0,91,0,91,0.0,0
59145A67-7CBF-437B-922A-3EED9C141646,1.0.0,90,1,89,1.111,3
Visual Studio Code - Insiders,1.116.0-insider,90,17,73,18.889,146
Roo Code,3.52.0,89,3,86,3.371,8
tedix-mcp-scanner,1.0.0,88,14,74,15.909,14
docker,1.0.0,88,0,88,0.0,0
github-copilot-developer,1.0.44,87,2,85,2.299,10
opencode,1.14.17,87,83,4,95.402,150
claude-code (via mcp-remote 0.1.37),2.1.121,87,0,87,0.0,0
codex-mcp-client,0.107.0,86,0,86,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.152,86,3,83,3.488,15
codex-mcp-client (via mcp-remote 0.1.37),0.135.0,86,1,85,1.163,2
claude-code (via mcp-remote 0.1.37),2.1.131,84,2,82,2.381,18
MintlifyAgentRank,1.0,84,0,84,0.0,0
unichat-client-mcp,0.5.0,84,0,84,0.0,0
codex-mcp-client,0.101.0,84,0,84,0.0,0
my-go-client,1.0.0,83,0,83,0.0,0
Cherry Studio,1.7.25,82,0,82,0.0,0
codex-mcp-client,0.106.0,82,0,82,0.0,0
goose-desktop,1.32.0,81,0,81,0.0,0
q-chat-plugin (via mcp-remote 0.1.37),1.0.0,80,0,80,0.0,0
Cherry Studio,1.7.19,80,0,80,0.0,0
Roo Code,3.54.1,80,2,78,2.5,4
ai-voice-call-core,1.0.0,80,0,80,0.0,0
ConversationalAI,2026.4.0.20274,80,0,80,0.0,0
Cline,3.85.0,80,1,79,1.25,1
claude-code,1.0.89,80,0,80,0.0,0
github-copilot-developer,1.0.52,79,0,79,0.0,0
junie-client,1.0.0,79,0,79,0.0,0
Roo Code (via mcp-remote 0.1.37),3.52.0,79,6,73,7.595,49
enforce-gateway-go,0.0.0,79,0,79,0.0,0
hugging face,1.0,79,0,79,0.0,0
codex-mcp-client,0.91.0,78,0,78,0.0,0
github-copilot-developer,1.0.46,78,1,77,1.282,2
python-client,1.0.0,78,54,24,69.231,1576
codex-mcp-client (via mcp-remote 0.1.30),0.135.0-alpha.1,77,0,77,0.0,0
Visual Studio Code - Insiders,1.121.0-insider,77,11,66,14.286,51
claude-code (via mcp-remote 0.1.37),2.1.153,77,0,77,0.0,0
MCP Gateway,1.0.0,76,67,9,88.158,67
codex-mcp-client (via mcp-remote 0.1.18),0.133.0-alpha.1,75,0,75,0.0,0
codex-mcp-client (via mcp-remote 0.1.37),0.129.0,75,0,75,0.0,0
opencode,1.15.1,75,69,6,92.0,83
picoclaw,1.0.0,75,0,75,0.0,0
claude-code,2.0.55,74,0,74,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.98,74,0,74,0.0,0
solver,1.0,74,72,2,97.297,7688
MCP Security Scanner,1.0.0,74,0,74,0.0,0
Visual Studio Code - Insiders,1.119.0-insider,74,17,57,22.973,89
Visual Studio Code - Insiders,1.118.0-insider,73,12,61,16.438,120
claude-code (via mcp-remote 0.1.37),2.1.139,73,1,72,1.37,1
mcp-robot,0.5.0,73,0,73,0.0,0
pi-mcp-probe,2.1.2,73,0,73,0.0,0
claude-code,1.0.138-dev,73,0,73,0.0,0
Cherry Studio,1.8.1,72,1,71,1.389,29
tap-platform-mcp-client,v1.0.0,72,0,72,0.0,0
@n8n/n8n-nodes-langchain.mcpClient,1,71,3,68,4.225,3
ConversationalAI,2026.3.1.19044,71,0,71,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.87,71,46,25,64.789,182
claude-code,2.1.53,71,0,71,0.0,0
factory-cli,0.96.1,71,0,71,0.0,0
factory-cli,0.127.0,70,0,70,0.0,0
bolt-api,0.1.9,70,0,70,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.136,70,1,69,1.429,6
Cherry Studio,1.9.0-rc.0,69,0,69,0.0,0
gemini-cli-mcp-client,0.43.0-preview.0,69,0,69,0.0,0
opencode,1.3.15,69,64,5,92.754,202
github-copilot-developer,1.0.28,69,0,69,0.0,0
mcp-sec-ratelimit-scanner,1.0,69,0,69,0.0,0
py-client,0.1,69,0,69,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.104,68,2,66,2.941,6
opencode,1.14.35,68,61,7,89.706,63
claude-ai (via mcp-remote 0.1.17),0.1.0,68,0,68,0.0,0
claude-code (via mcp-remote 0.1.30),2.1.119,68,5,63,7.353,28
LocalAIAgent,1.0,67,4,63,5.97,10
hugging_face_mcp_b75cfb,1.0.0,67,11,56,16.418,40
huggingface,1.0,67,0,67,0.0,0
qwen-cli-mcp-client-hf-mcp-server,0.0.1,67,0,67,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.144,67,4,63,5.97,19
local-agent-mode-homelab-huggingface (via mcp-remote 0.1.37),1.0.0,66,1,65,1.515,3
BeldenIQ,1.0.0,66,0,66,0.0,0
claude-code,1.0.119a-dev,66,0,66,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.109,66,3,63,4.545,8
Manus,8.0.18,65,27,38,41.538,196
custom3p-desktop,1.8089.1,65,0,65,0.0,0
continue-client (via mcp-remote 0.1.37),1.0.0,65,0,65,0.0,0
codex-mcp-client (via mcp-remote 0.1.30),0.130.0-alpha.5,65,0,65,0.0,0
pipeline_mcp,1.0.0,65,52,13,80.0,284
Cline (via mcp-remote 0.1.37),3.81.0,65,1,64,1.538,2
Hugging Face,1.0.0,64,0,64,0.0,0
Roo Code,3.55.0,64,0,64,0.0,0
github-copilot-developer,1.0.26,64,0,64,0.0,0
custom3p-desktop,1.5354.0,64,0,64,0.0,0
bluenexus-mcp-client,1.1.2,63,20,43,31.746,20
gemini-cli-mcp-client,0.44.0,63,0,63,0.0,0
opencode,1.14.23,63,62,1,98.413,102
mcptotal-client,1.1.0,63,0,63,0.0,0
dartantic_ai,0.7.0,63,0,63,0.0,0
dev.warp.Warp-Stable,v0.2026.04.15.08.45.stable_02,62,0,62,0.0,0
iris-self-discover,1.0,62,0,62,0.0,0
AERA-MCP-Audit,3.0,62,38,24,61.29,25297
dev.warp.Warp-Stable,v0.2026.04.08.08.36.stable_02,62,0,62,0.0,0
Cline,3.78.0,62,0,62,0.0,0
codex-mcp-client (via mcp-remote 0.1.37),0.115.0-alpha.11,60,0,60,0.0,0
hf,1.0,60,1,59,1.667,3
Hugging Face MCP,1.0,59,0,59,0.0,0
Visual Studio Code,1.119.1,58,10,48,17.241,34
factory-cli,0.93.0,58,0,58,0.0,0
codex-mcp-client (via mcp-remote 0.1.29),0.119.0-alpha.11,58,0,58,0.0,0
codex-mcp-client (via mcp-remote 0.1.37),0.117.0-alpha.10,58,0,58,0.0,0
opencode,1.14.49,58,51,7,87.931,79
claude-code (via mcp-remote 0.1.37),2.1.120,58,0,58,0.0,0
ConversationalAI,2026.4.0.20190,57,0,57,0.0,0
ConversationalAI,2026.4.2.21502,57,0,57,0.0,0
claude-code,2.1.3,57,5,52,8.772,72
DeepChat,1.0.3,57,4,53,7.018,15
claude-code,0.0.4,57,0,57,0.0,0
amp-mcp-client (via mcp-remote 0.1.37),0.0.0-dev,57,7,50,12.281,27
local-agent-mode-huggingface-flux (via mcp-remote 0.1.37),1.0.0,57,0,57,0.0,0
tfy-agent-mcp-client,1.0.0,56,1,55,1.786,1
codex-mcp-client (via mcp-remote 0.1.37),0.117.0,56,0,56,0.0,0
dev.warp.Warp-Stable,v0.2026.04.27.15.32.stable_03,56,0,56,0.0,0
mcp-live-test,1.0.0,55,0,55,0.0,0
tanka-output-v4,0.1,55,43,12,78.182,43
mcphost,0.1.0,55,1,54,1.818,1
claude-code (via mcp-remote 0.1.37),2.1.112,55,2,53,3.636,13
kilo,7.2.0,54,49,5,90.741,191
gemini-cli-mcp-client (via mcp-remote 0.1.37),0.42.0,54,0,54,0.0,0
Cline,3.86.0,54,0,54,0.0,0
ConversationalAI,2026.5.0.22867,53,0,53,0.0,0
junie-client (via mcp-remote 0.1.37),1.0.0,53,1,52,1.887,25
bio-agents-platform,1.0.0,53,0,53,0.0,0
ConversationalAI,2026.4.2.21130,53,0,53,0.0,0
platform-client,v1.0.0,53,0,53,0.0,0
verify-mcp,1.0,52,0,52,0.0,0
daily-huggingface,1.0,52,52,0,100.0,156
opencode,1.3.3,52,46,6,88.462,52
codex-mcp-client,0.131.0-alpha.4,52,0,52,0.0,0
opencode (via mcp-remote 0.1.37),local,52,49,3,94.231,101
ConversationalAI,2026.5.0.22828,52,0,52,0.0,0
llama-stack-bff-client,v1.0.0,51,0,51,0.0,0
gemini-cli-mcp-client (via mcp-remote 0.1.37),0.37.1,51,8,43,15.686,22
claude-code,1.0.132-dev,51,0,51,0.0,0
opencode,1.4.4,51,34,17,66.667,34
crabeye-mcp-bridge/huggingface,1.2.1,51,2,49,3.922,4
mcp-hub,1.0.0,51,2,49,3.922,5
gemini-cli-mcp-client,0.42.0-nightly.20260507.ga809bc7c5,50,0,50,0.0,0
Manus,8.0.4,50,24,26,48.0,248
opencode (via mcp-remote 0.1.37),1.14.20,49,48,1,97.959,56
ConversationalAI,2026.4.2.21354,49,0,49,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.97,49,0,49,0.0,0
toolhive,1.0,49,0,49,0.0,0
mcporter (via mcp-remote 0.1.37),0.8.1,49,1,48,2.041,1
pi-mcp-huggingface,1.0.0,49,32,17,65.306,188
factory-cli,0.111.0,49,0,49,0.0,0
span-pipeline,1.0.0,49,0,49,0.0,0
dev.warp.Warp-Stable,v0.2026.04.22.08.46.stable_02,48,0,48,0.0,0
github-copilot-developer,1.0.47,48,2,46,4.167,2
opencode,7.2.31,48,40,8,83.333,63
openclaw-mcp-adapter (via mcp-remote 0.1.37),0.2.0,48,0,48,0.0,0
custom3p-desktop,1.7196.3,48,0,48,0.0,0
factory-cli,0.90.0,48,0,48,0.0,0
dev.warp.Warp-Stable,v0.2026.05.27.15.44.stable_01,48,0,48,0.0,0
AbacusAI TUI,1.0.0,48,0,48,0.0,0
factory-cli,0.96.0,48,0,48,0.0,0
Intility.Gpt.Backend,1.0.0.0,48,0,48,0.0,0
ConversationalAI,2026.5.0.23069,48,0,48,0.0,0
gemini-cli-mcp-client,0.44.0-preview.0,47,0,47,0.0,0
claude-code,1.0.146-dev,47,0,47,0.0,0
factory-cli,0.94.2,47,0,47,0.0,0
opencode (via mcp-remote 0.1.37),1.3.13,47,47,0,100.0,180
github-copilot-developer,1.0.42,47,1,46,2.128,4
codex-mcp-client,0.105.0,47,1,46,2.128,1
opencode,1.14.44,47,30,17,63.83,36
ConversationalAI,2026.4.1.20311,47,0,47,0.0,0
grok-shell-grok_com_hugging_face,0.1.0,47,1,46,2.128,1
ConversationalAI,2026.4.2.21295,46,0,46,0.0,0
gemini-cli-mcp-client (via mcp-remote 0.1.37),0.38.1,46,0,46,0.0,0
codex-mcp-client (via mcp-remote 0.1.29),0.122.0-alpha.13,46,0,46,0.0,0
opencode (via mcp-remote 0.1.37),1.14.28,46,46,0,100.0,109
opencode,1.4.8,46,34,12,73.913,78
inspector-client,0.21.1,46,6,40,13.043,14
Visual Studio Code,1.112.0,46,10,36,21.739,46
opencode (via mcp-remote 0.1.37),1.3.17,46,42,4,91.304,359
omelette-go,1.0.0,45,26,19,57.778,82
ConversationalAI,2026.4.0.20219,45,0,45,0.0,0
claude-code,1.0.119-dev,45,1,44,2.222,1
openstatus-health-check,1.0.0,45,0,45,0.0,0
github-copilot-developer,1.0.41,45,1,44,2.222,8
tracelet-virtual-mcp,0.1.0,45,2,43,4.444,3
vllm-dashboard,1.0,45,0,45,0.0,0
Cline,3.74.0,45,4,41,8.889,10
Cline (via mcp-remote 0.1.37),3.79.0,44,1,43,2.273,8
SynthAI.Tests,1.0.0.0,44,0,44,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.96,44,0,44,0.0,0
claude-ai (via mcp-remote 0.1.18),0.1.0,44,0,44,0.0,0
monamis-runtime,1.0.0,44,0,44,0.0,0
codex-mcp-client (via mcp-remote 0.1.29),0.126.0-alpha.8,44,0,44,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.129,44,1,43,2.273,1
DeepChat,1.0.4,44,4,40,9.091,35
ConversationalAI,2026.5.0.24055,44,0,44,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.133,44,0,44,0.0,0
yua-backend,1.0.0,44,10,34,22.727,41
huggingface (via mcp-remote 0.1.37),1.0.0,44,4,40,9.091,10
claude-code (via mcp-remote 0.1.37),2.1.148,44,2,42,4.545,7
gemini-cli-mcp-client,0.40.0-preview.4,44,0,44,0.0,0
0xKobold,0.1.0,43,0,43,0.0,0
claude-code (via mcp-remote 0.1.37),2.1.100,43,0,43,0.0,0
Cline (via mcp-remote 0.1.37),3.78.0,43,0,43,0.0,0
hf-mcp,1.0,43,0,43,0.0,0
gemini-cli-mcp-client,0.44.0-nightly.20260521.g57c42a5c4,43,0,43,0.0,0
Manus,8.0.20,43,17,26,39.535,73
mcpwn,1.0,43,5,38,11.628,886
claude-code (via mcp-remote 0.1.37),2.1.73,42,0,42,0.0,0
codex-mcp-client,0.116.0-alpha.10,42,0,42,0.0,0
Roo Code,3.51.1,42,3,39,7.143,11
gemini-cli-mcp-client,0.44.0-nightly.20260518.g5611ff40e,42,0,42,0.0,0
gemini-cli-mcp-client,0.36.0-preview.6,42,0,42,0.0,0
Cline (via mcp-remote 0.1.37),3.84.0,42,0,42,0.0,0
Visual Studio Code,1.118.0,41,7,34,17.073,17
huggingface,1.0.0,41,1,40,2.439,1
docker agent,1.0.0,41,2,39,4.878,5
tanka-assistant,1.0.0,41,27,14,65.854,27
crabeye-mcp-bridge/hf-mcp-server,0.1.0,41,0,41,0.0,0
probe,0.1,41,2,39,4.878,12
mcpjungle mcp client for https://huggingface.co/mcp?login,0.1,40,13,27,32.5,13
dev.warp.Warp-Stable,v0.2026.05.20.09.21.stable_03,40,0,40,0.0,0
mcp-remote-test-client (via mcp-remote 0.1.31),1.0.0,40,0,40,0.0,0
codex-mcp-client (via mcp-remote 0.1.18),0.135.0-alpha.1,40,0,40,0.0,0
local-agent-mode-HuggingFace (via mcp-remote 0.1.37),1.0.0,40,0,40,0.0,0
Visual Studio Code,1.111.0,40,9,31,22.5,76
gemini-cli-mcp-client,0.44.0-nightly.20260515.g928a311fb,40,0,40,0.0,0
openclaw-huggingface (via mcp-remote 0.1.37),0.1.0,39,0,39,0.0,0
rush-agent,1.0.0,39,4,35,10.256,7
zigent,0.0.0,39,1,38,2.564,22
